CHARACTER_ID,RACE,BACKGROUND,PRIMARY_CLASS,SUBCLASS,CHAR_LEVEL,FEATS,HITPOINTS,ARMOUR_CLASS,STRENGTH,DEXTERITY,CONSTITUTION,INTELLIGENCE,WISDOM,CHARISMA,ALIGNMENT,SKILLS,WEAPONS,SPELLS
badc40,Mountain Dwarf,Soldier,Barbarian,Path of the Totem Warrior,10,Alert|Polearm Master,65,16,17,14,17,8,10,8,Neutral Good,Athletics|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin|Spear +2,
a50a03,Human,Sage,Sorcerer,Shadow Magic,10,Spell Sniper,70,13,8,16,14,12,10,18,,Arcana|History|Insight|Perception|Intimidation,"Crossbow, light|Dagger",Darkness*2
d9db8x4,Wood Elf,Guild Artisan,Wizard,School of Conjuration,10,Spell Sniper|Elven Accuracy,42,13,10,16,10,15,14,12,,Arcana|Insight|Medicine|Perception|Persuasion,Quarterstaff,
13fec1,Human,Acolyte,Cleric,Life Domain,10,,88,18,13,14,14,11,17,14,,Religion|Insight|Medicine|Persuasion,"Mace|Crossbow, light",Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5
9d5fce,Wood Elf,Hermit,Druid,Circle of the Moon,10,,80,16,8,16,14,12,20,8,,Arcana|Religion|Medicine|Perception|Survival,,
8719d7,Half-Orc,Outlander,Barbarian,Path of the Berserker,10,,119,17,20,14,16,8,10,10,Neutral,Athletics|Nature|Perception|Survival|Intimidation,Flame Greatsword|Shortbow|Javelin|Rage Flame Greatsword|Crit Flame Greatsword|Crit Rage Flame Greatsword,
82b4b4,Mountain Dwarf,Soldier,Fighter,Battle Master,10,Great Weapon Master,116,21,20,10,18,10,11,10,Chaotic Good,Athletics|Perception|Survival|Intimidation,Maul +3|Handaxe|Maul +3 GWM -5,
41cfab,Tabaxi,Criminal,Rogue,Assassin,10,Alert,73,16,8,20,15,10,13,13,,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,Rapier|Shortbow|Dagger,
439342,Rock Gnome,Faction Agent,Blood Hunter,Order of the Mutant,10,Fade Away,84,15,13,16,14,14,12,12,,Acrobatics|Investigation|Religion|Insight|Survival,"Morningstar|Crossbow, Hand",
aa960d,Naga,Mercenary Veteran,Fighter,Cavalier,10,Tavern Brawler,100,18,20,16,18,14,14,13,,Athletics|Acrobatics|Insight|Survival|Persuasion,"Longsword|Crossbow, light",
d9db84,Lightfoot Halfling,Far Traveler,Ranger,Hunter,9,,95,15,13,19,15,12,10,10,,Athletics|Stealth|Insight|Perception|Survival,Shortsword|Longbow,
0b47da,Tiefling,Noble,Sorcerer,Revised Favored Soul,9,Ritual Caster,47,10,8,10,12,16,13,18,Neutral Good,Arcana|History|Deception|Persuasion,Quarterstaff|Dagger,Mending*0|Spare The Dying*0|Fire Bolt*0|Guidance*0|Thaumaturgy*0|Cure Wounds*1|Disguise Self*1|Chaos Bolt*1|Identify*1|Detect Magic*1|Suggestion*2|Spiritual Weapon*2|Fireball*3|Mass Healing Word*3|Banishment*4|Vitrolic Sphere*4|Polymorph*4|Hold Monster*5
db822a,Water Genasi,Acolyte,Paladin,Oath of Ancients,9,,110,17,15,14,16,10,14,13,,Athletics|Religion|Insight|Persuasion,Javelin,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3
973ebc,Earth Genasi,Knight,Paladin,Oath of Devotion,9,Sentinel|Mounted Combatant,121,21,13,13,18,12,11,16,Lawful Neutral,Arcana|Religion|Medicine|Persuasion,Halberd|Halberd|Handaxe|CleaverDagger|Warhammer|Shield Blade,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3
6d6a55,Human,Soldier,Fighter,Champion,9,Tough|Heavy Armor Master,103,20,19,15,16,15,10,14,,Athletics|Perception|Survival|Intimidation,Longsword +1|Handaxe,
797ff2,Lightfoot Halfling,Charlatan,Rogue,Thief,9,,75,14,10,16,16,8,10,18,,Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Persuasion,Shortsword|Shortbow|Dagger,
f779de,Lightfoot Halfling,Charlatan,Rogue,Thief,9,Lucky,75,14,10,16,16,8,10,16,,Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,
46811d,Mountain Dwarf,Soldier,Fighter,Battle Master,9,,101,18,18,10,20,10,10,14,,Athletics|Acrobatics|Perception|Intimidation,Longsword|Handaxe,
956f97,Turtle,Soldier,Fighter,Samurai,9,Defensive Duelist|Great Weapon Master,85,16,18,13,16,8,11,10,,Athletics|Acrobatics|Perception|Survival|Intimidation,"Greatsword|Crossbow, light",
5375cx3,Wood Elf,Outlander,Fighter,Arcane Archer,9,Sharpshooter|Elven Accuracy,85,16,8,18,16,10,13,13,,Athletics|Acrobatics|Nature|Insight|Perception|Survival,Longsword|Longbow|Handaxe,
e832a4,Half-Orc,Outlander,Barbarian,Path of the Totem Warrior,9,Tavern Brawler|Orcish Fury,95,15,20,15,17,10,12,17,,Athletics|Nature|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,
bc99b6,Orc,Folk Hero,Cleric,Death Domain,9,,66,16,16,10,14,10,18,9,,Religion|Animal Handling|Survival|Intimidation|Persuasion,"Warhammer|Crossbow, light",Toll The Dead *0|Resistance*0|Spare The Dying *0|Thaumaturgy*0|Sacred Flame *0|False Life*1|Ray of Sickness*1|Bane*1|Bless*1|Inflict Wounds*1|Protection From Evil And Good *1|Blindness/Deafness*2|Ray of Enfeeblement*2|Gentle Repose*2|Prayer Of Healing *2|Spiritual Weapon*2|Animate Dead*3|Vampiric Touch*3|Bestow Curse *3|Life Transference*3|Blight*4|Death Ward*4|Guardian Of Faith*4|Control Water *4|Antilife Shell*5|Cloudkill*5|Contagion*5
5da7a8,Half-Elf,Sailor,Sorcerer,Shadow Magic,9,Spell Sniper,65,10,8,10,16,12,14,18,,Athletics|Arcana|History|Religion|Perception|Persuasion,Quarterstaff|Dagger,Infestation*0|Mage Hand*0|Chill Touch*0|Fire Bolt*0|Ray Of Frost*0|Shocking Grasp*0|Chaos Bolt*1|Magic Missile*1|Chromatic Orb*1|Darkness*2|Scorching Ray*2|Shatter*2|Fireball *3|Melf's Minute Meteors*3|Storm Sphere*4|Dimension Door*4|Immolation *5
1fc5f6,Wood Elf,Inheritor,Druid,Circle of the Shepherd,9,Linguist|Elven Accuracy,60,13,12,11,16,17,20,12,Lawful Good,Arcana|Animal Handling|Medicine|Perception|Survival,Mace,Thunderclap (Trained)*0|Druidcraft*0|Gust*0|Magic Stone*0|Thunderwave*1|Healing Word*1|Cure Wounds*1|Ice Knife*1|Healing Spirit*2|Flame Blade*2|Moonbeam*2|Call Lightning*3|Conjure Animals*3|Wind Wall*3|Conjure Woodland Beings*4|Polymorph*4|Storm Sphere*4|Wrath Of Nature*5
ea7e21,Half-Elf,Guild Artisan,Warlock,The Hexblade,9,Elven Accuracy|Polearm Master,75,13,8,14,16,8,12,18,,Arcana|Insight|Perception|Deception|Intimidation|Persuasion,"Crossbow, light|Dagger",
92f3e2,Mountain Dwarf,Hermit,Paladin,Oath of Ancients,9,Tough,116,20,16,12,16,10,12,16,NG,Athletics|Religion|Insight|Medicine,Battleaxe +1|Handaxe,Ensnaring Strike (B)*1|Speak with Animals (B)*1|Cure Wounds*1|Protection From Evil*1|Shield Of Faith*1|Moonbeam (B)*2|Misty Step (B)*2|Lesser Restoration*2|Plant Growth (B)*3|Protection from Energy (B)*3|Revivify*3|Blinding Smite*3|Crusader's Mantle (X)*3|Dispel Magic*3
a6a545,Kenku,Charlatan,Druid,Circle of the Shepherd,9,War Caster,66,15,8,14,14,9,20,8,,Sleight of Hand|Stealth|Nature|Animal Handling|Deception,Longbow|Hooked Dagger,
1510ef,Half-Orc,Sailor,Barbarian,Path of the Berserker,9,Great Weapon Master,130,16,20,15,18,12,12,14,lawful - neutral,Athletics|Nature|Perception|Survival|Intimidation,Grea9ad1|Handaxe|Javelin|Greatsword,
58e33d,Half-Orc,Sailor,Barbarian,Path of the Berserker,9,Great Weapon Master,130,16,20,15,18,12,12,14,lawful - neutral,Athletics|Nature|Perception|Survival|Intimidation,Grea9ad1|Handaxe|Javelin|Greatsword,
0af90d,Half-Elf,Criminal,Wizard,War Magic,9,Resilient,61,12,8,14,14,18,12,12,,Stealth|Arcana|Investigation|Perception|Deception,Quarterstaff,
4ed3b0,Mountain Dwarf,Outlander,Barbarian,Path of the Totem Warrior,8,,101,22,20,20,20,12,14,18,Chaotic Good,Athletics|Acrobatics|Stealth|Perception|Survival|Intimidation,Hazirawn/Nec|Battleaxe|Warhammer|Javelin,Detect Magic (1)*0|Detect Good and Evil (1)*0|Detect Thoughts (2)*0
af7e20,Mountain Dwarf,Outlander,Barbarian,Path of the Totem Warrior,8,,101,22,20,20,20,12,14,18,Chaotic Good,Athletics|Acrobatics|Stealth|Perception|Survival|Intimidation,Hazirawn/Nec|Battleaxe|Warhammer|Javelin|Hazirawn/Nec,Detect Magic (1)*0|Detect Good and Evil (1)*0|Detect Thoughts (2)*0
759369,Half-Orc,Barbarian Tribe Member,Barbarian,Path of the Totem Warrior,8,,116,16,16,12,20,10,11,10,CN,Athletics|Acrobatics|Stealth|Animal Handling|Perception|Survival|Intimidation,Dagger|Greataxe|Handaxe,
fa63a2,Human,Hermit,Mystic,Order of the Wu Jen,8,,68,15,12,18,18,18,12,7,,Arcana|Religion|Insight|Medicine|Perception|Survival,"Spear|Crossbow, light",
2240a8,Human,Acolyte,Cleric,War Domain,8,Ritual Caster,80,21,16,10,14,10,18,10,Awesome,Arcana|History|Religion|Insight|Medicine,Warhammer|Glaive|Light hammer,Thaumaturgy*0|Mending*0|Word Of Radiance (2d6+4)*0|Spare The Dieing *0|Cure Wounds*1|Shield of Faith*1|Guiding Bolt*1|Bless*1|Sanctuary*1|Alarm (Ritual)*1|Find Familiar (Ritual) Kokyu*1|Spiritual Weapon*2|Enhance Ability*2|Hold Person*2|Lesser Restoration *2|Magic Weapon*2|Crusader's Mantle*3|Spirit Guardian*3|Revivify *3|Dispel Magic*3|Freedom of Movement*4|Stoneskin*4|Fabricate*4|Stoneshape*4
0b1cdb,Dragonborn,Mercenary Veteran,Paladin,OathBreaker,8,,89,16,17,15,17,10,10,12,,Athletics|Insight|Intimidation|Persuasion,Greatsword|Longbow|Dagger,Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2
8063b1,Dragonborn,City Watch,Cleric,Life Domain,8,,80,20,15,11,14,11,16,11,Neutral Good,Athletics|Religion|Insight|Medicine,"Mace|Crossbow, light",Spare The Dying*0|Light*0|Resistance*0|Sacred Flame*0|Bless*1|Cure Wounds*1|Protection From Evil And Good*1|Sanctuary*1|Lesser Restoration*2|Spiritual Weapon*2|Blindness/Deafness*2|Beacon of Hope*3|Revivify*3|Bestow Chicken*3|Death Ward*4|Guardian of Faith*4
fca96f,Dragonborn,Faction Agent,Sorcerer,Draconic Bloodline,8,Elemental Adept,66,16,13,17,16,12,14,19,,Arcana|Insight|Persuasion,"Crossbow, light|Dagger|Quarterstaff",Fire Bolt*0|Shocking Grasp*0|Acid Splash*0|Ray Of Frost*0|Shield*1|Sleep*1|Magic Missle*1|Ice Knife*1|Mirror Image*2|Enhance Ability*2|Misty Step*2|Hypnotic Pattern*3|Haste*3|Blink*3|Banishment*4|Polymorph*4
2b2537,Turtle,Hermit,Monk,Way of the Four Elements,8,,57,18,13,20,13,11,16,9,,Athletics|Stealth|Religion|Medicine|Survival,Shortsword|Dart|Unarmed strike,
00fcxca,Shadow Elf,Acolyte,Warlock,The Hexblade,8,Elven Accuracy|Great Weapon Master,67,16,8,12,16,11,16,19,,History|Investigation|Religion|Insight|Perception,"Crossbow, light|Dagger|Greatsword",
8b086b,,,Wizard,School of Transmutation,8,Spell Sniper,55,11,6,13,15,20,12,10,,Arcana|History|Investigation|Insight,Dagger|Quarterstaff,
9d40x73,Firbolg,Haunted One,Druid,Circle of the Moon,8,War Caster|Magic Initiate,62,14,14,12,15,8,17,8,,Arcana|Nature|Perception|Survival,"Scimitar|Greatclub|Sling|Crossbow, light",Invisible. B.a.*0|Disguise Self B.a.*0|Resistance*0|Magic Stone*0|Druid Craft*0|Detect Magic B.a.*0|Charm Person*1|Cure Wounds *1|Entsngle*1|Faeiry Fire*1|Pass Without Trace*2|Find Traps*2|Dark Vision *2|Conjure Animals*3|Erupting Eartg*3
0d7044,Hill Dwarf,Noble,Fighter,Champion,8,,95,22,20,10,16,10,14,12,,History|Insight|Intimidation|Persuasion,Battleaxe|Handaxe,
f89d25,Hill Dwarf,Acolyte,Cleric,War Domain,8,,75,20,12,10,16,10,20,11,,Religion|Insight|Medicine,"Warhammer|Crossbow, light",Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3|Freedom of Movement*4|Stoneskin*4
f9faba,Human,Sailor,Ranger,Beast Conclave,8,Magic Initiate|Crossbow Expert,68,16,8,18,14,8,16,10,,Athletics|Stealth|Animal Handling|Insight|Perception|Survival,"Shortsword|Longbow|Crossbow, hand|Net",
2f4882,Orc,Haunted One,Fighter,Battle Master,8,Dual Wielder|Mage Slayer,92,17,20,14,20,11,11,15,,Investigation|Insight|Perception|Survival|Intimidation,"Warhammer|Battleaxe|Crossbow, light",
26ad32,Forest Gnome,Mercenary Veteran,Wizard,School of Evocation,8,,66,14,12,18,18,20,18,13,,Athletics|Arcana|Insight|Persuasion,Quarterstaff,
ff4000,Lineage - Glas,Criminal,Rogue,Thief,8,,57,17,10,18,12,9,14,16,,Athletics|Acrobatics|Stealth|Perception|Deception|Persuasion,Dagger Of Venom|Shortsword +1|Shortbow,
0b1bf8,Human,Inheritor,Druid,Circle of the Moon,8,Prodigy|War Caster|Resilient,67,13,10,11,16,12,18,16,,Athletics|Stealth|Arcana|History|Perception|Survival,Scimitar,
7658c0,Human,Knight,Cleric,Knowledge Domain,8,Healer,35,16,14,10,9,14,15,16,,Acrobatics|Arcana|History|Religion|Medicine|Persuasion,Mace|Handaxe,Guidance*0|Mending*0|Sacred Flame*0|Word Of Radiance*0|Command*1|Identify*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Augury*2|Suggestion*2|Prayer Of Healing*2|Silence*2|Spiritual Weapon*2|Nondetection*3|Speak with Dead*3|Mass Healing Word*3|Spirit Guardians*3|Bestow Curse*3|Arcane Eye*4|Confusion*4|Death Ward*4|Stone Shape*4
3ba1ad,Half-Orc,Outlander,Ranger,Beast Master,8,,68,13,18,14,15,9,11,12,Chaotic Good,Athletics|Nature|Animal Handling|Survival|Intimidation,Dagger|Spear|Longbow,Hunters Mark*1|Absorb Elements*1|Cure Wounds*1|Beast Bond*1|Pass Without Trace*2|Healing Spirit*2|Spike Growth*2
aa3a3c,Tiefling,Entertainer,Bard,College of Lore,8,,51,11,9,11,12,12,12,19,,Acrobatics|Arcana|History|Insight|Medicine|Deception|Performance|Persuasion,Rapier|Dagger,Vicious Mockery*0|Friends*0|Tashas Hideous Laughter*1|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Suggestion*2|Phantasmal Force*2|Silence*2|Stinking Cloud*3|Fear*3|Dispel Magic*3|Bestow Curse*3|Polymorph*4|Dimension Door*4
1a9e02,Half-Elf,Sage,Druid,Circle of the Moon,8,,75,13,10,14,18,14,14,10,,Arcana|History|Nature|Religion|Animal Handling,Quarterstaff|Scimitar,Druidcraft*0|Frostbite*0|Shillelagh*0|Entangle*1|Faeries Fire*1|Goodberry*1|Healing Word*1|Animal Messenger*2|Barkskin*2|Beast Sense*2|Feign Death*3|Water Breathing*3|Plant Growth*3|Grasping Vine*4|Conjure Woodland Beings*4
19070f,Wood Elf,Folk Hero,Ranger,Beast Master,8,,75,17,13,18,16,16,16,13,Chaotic Good,Athletics|Stealth|Animal Handling|Insight|Perception|Survival,"Shortsword|Longbow|Crossbow, Light|Fenthras Longbow",Hunter's Mark*1|Cure Wounds*1|Ensnaring Strike*1|Hail Of Thorns*1|Pass Without Trace*2|Barkskin*2|Lesser Restoration *2
d9ac9e,Air Genasi,Criminal,Ranger,Gloom Stalker,8,Mobile,76,16,12,20,16,12,15,7,,Athletics|Stealth|Perception|Survival|Deception,Shortsword|Longbow|Whip,Disguise Self*1|Hunter's Mark*1|Absorb Elements*1|Cure Wounds*1|Rope Trick*2|Pass Without Trace*2|Healing Spirit*2
7ac963,Tabaxi,Urban Bounty Hunter,Fighter,Purple Dragon Knight,8,,68,15,16,19,15,16,11,11,,Acrobatics|Stealth|Animal Handling|Insight|Perception|Survival|Persuasion,"Longbow|Shortsword|Crossbow, light",
bda296,Wood Elf,Criminal,Monk,Way of Shadow,8,,67,20,11,20,16,7,20,10,,Acrobatics|Stealth|Insight|Perception|Deception,Shortsword|Dart|Unarmed strike,
3d83a8,Kenku,Cloistered Scholar,Cleric,Death Domain,8,,51,18,10,16,12,13,20,8,NG,Sleight of Hand|Stealth|History|Religion|Insight|Medicine,"Warhammer|Crossbow, light|Rapier",Chill Touch*0|Guidance*0|Mending*0|Spare the Dying*0|False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Blight*4|Death Ward*4
a9c971,Half-Elf,Acolyte,Monk,Way of the Open Hand,8,,59,20,13,20,14,8,20,15,,Athletics|Acrobatics|Stealth|Animal Handling|Insight|Perception,Shortsword|Dart|Unarmed strike,
88313,Stout Halfling,Soldier,Fighter,Champion,7,Squat Nimbleness,76,18,18,14,14,12,12,9,,Athletics|Acrobatics|Insight|Intimidation,"Maul|Longsword|Crossbow, light",
93cbf0,Half-Elf,Haunted One,Sorcerer,Wild Magic,7,,44,10,11,10,14,16,14,19,,Insight|Persuasion,"Crossbow, light|Dagger",Dancing Lights*0|Fire Bolt*0|Mage Hand*0|Poison Spray*0|Prestidigitation*0|Detect Magic*1|Witch Bolt*1|Burning Hands *1|Crown Of Madness*2|Scorching Ray*2|Fear*3|Lightning Bolt*3|Wall Of Fire*4
3481bd,Wood Elf,Charlatan,Ranger,Beast Master,7,Elven Accuracy,65,14,10,17,15,10,13,11,lawful neutral,Sleight of Hand|Nature|Animal Handling|Insight|Perception|Deception,Sickle|Longbow|Whip,Hunter's Mark*1|Speak With Animals*1|Silence*2|Pass Without Trace*2|Animal Messenger*2
b185e6,Eladrin ToF,Noble,Druid,Circle of the Shepherd,7,,49,16,8,16,14,10,16,13,Lawful Good,History|Animal Handling|Insight|Perception|Persuasion,Scimitar,Create Bonfire*0|Druidcraft*0|Mending*0|Charm Person*1|Entangle*1|Detect Magic*1|Cure Wounds*1|Beast Bond*1|Healing Spirit*2|Moonbeam*2|Conjure Animals*3|Plant Growth*3|Giant Insect*4
83d63d,Gray-Elf,Noble,Cleric,Death Domain,7,,52,17,10,18,14,12,18,18,Chaotic Good,History|Religion|Insight|Deception|Persuasion,"War Pick|Crossbow, Grey|Rapier",Light*0|Mending*0|Sacred Flame*0|Spare the Dying*0|Thaumaturgy*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3|Blight*4|Death Ward*4
2a2fff,High Elf,Faction Agent,Fighter,Eldritch Knight,7,Defensive Duelist,69,14,14,16,13,14,10,12,Lawful Neutral,Arcana|Insight|Perception,Longbow|Scimitar +1|War Pick,Mending*0|Ray Of Frost*0|True Strike*0|Charm Person*1|Sleep*1|Mage Armor*1|Misty Step*2|Invisibility*2
c3ddc7,Triton,Barbarian Tribe Member,Barbarian,Path of the Storm Herald,7,,98,21,16,16,20,12,8,12,CG,Athletics|Animal Handling|Survival|Intimidation,Trident Of Fish Command|2 Hand Tri,Fog Cloud*1|Gust Of Wind*2|Wall Of Water*3
cf287f,Half-Orc,Mercenary Veteran,Barbarian,Path of the Totem Warrior,7,,75,16,17,16,16,8,9,8,,Athletics|Perception|Survival|Intimidation|Persuasion,Greataxe|Javelin,
148dc9,Human,Cloistered Scholar,Wizard,School of Illusion,7,,42,13,9,16,15,18,10,9,,Arcana|History|Investigation|Insight,Dagger,
335103,Mountain Dwarf,Hermit,Cleric,Tempest Domain,7,,68,11,15,10,19,10,12,18,,History|Religion|Insight|Medicine,"Crossbow, Light|Warhammer|Maul",Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3|Control Water*4|Ice Storm*4
c1abcd,Dragonborn,Urban Bounty Hunter,Rogue,Arcane Trickster,7,Elemental Adept,54,14,17,17,15,10,14,17,,Acrobatics|Sleight of Hand|Stealth|Perception|Persuasion,Rapier|Shortbow|Dagger,Shield*1
d969cb,Triton,Hermit,Druid,Circle of the Land,7,,59,16,16,14,17,16,19,14,,Arcana|Religion|Animal Handling|Medicine,Scimitar|Spear,Thornwhip*0|Create Bonfire*0|Frostbite*0|Mending*0|Absorb Elements*1|Purify Food And Drink*1|Mirror Image*2|Misty Step*2|Earthbind*2|Hold Person*2|Water Breathing*3|Water Walk*3|Call Lightning*3|Daylight*3|Dispell Magic*3|Control Water*4|Freedom of Movement*4|Locate Creature*4
b98c88,Mountain Dwarf,City Watch,Fighter,Battle Master,7,Resilient|Shield Master,91,20,21,12,16,10,12,12,,Athletics|Insight|Perception|Intimidation,Mjolnirssen|Mjolnirssen (Arremesso),
70627d,Wood Elf,Entertainer,Monk,Way of Shadow,7,,52,17,8,18,14,8,16,12,,Athletics|Acrobatics|Stealth|Perception|Performance,Quarterstaff|Dart|Unarmed strike,
1f8dfb,Human,Haunted One,Ranger,Monster Slayer,7,,79,14,16,16,14,15,15,15,,Athletics|Stealth|Investigation|Insight|Survival,Sickle|Quarterstaff|Longbow|Shortsword|Hand Crossbow|Battleaxe,"Protection from Evil and Good*1|Cure Wounds (1d8 + WIS)*1|Ensnaring Strike (c 1m, 1d6 per rnd, STR Save)*1|Hail Of Thorns (c 1m, 1d10 Piercing AOE, DEX save)*1|Zone of Truth*2"
d5bc2c,Human,Soldier,Paladin,Oath of Ancients,7,Savage Attacker,88,21,19,16,16,16,13,14,,Athletics|Medicine|Intimidation,"Longsword|Javelin|Crossbow, Heavy|Morning Glory",Divine Sense*0|Lay On Hands*0|Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2
47a309,Tiefling,Sage,Sorcerer,Wild Magic,7,,52,12,12,14,14,12,12,16,Chaotic neutral,Arcana|History|Insight|Persuasion,"Quarterstaff|Dagger|Dart|Longbow|Crossbow, Light",Posion Spray*0|Firebolt*0|Prestidigitation*0|Barkskin*0|Levitate*2
88123e,Wood Elf,Barbarian Tribe Member,Ranger,Hunter,7,Wood Elf Magic,69,17,12,17,12,12,13,10,Neutral,Athletics|Stealth|Nature|Animal Handling|Perception|Survival,Handaxe|Handaxe|Longbow,Resistance*0|Hail of Thorns*1|Hunter's Mark*1|Longstrider*1|Cordon of Arrows*2|Pass Without Trace*2
6ebc3d,Half-Elf,Outlander,Paladin,Oath of Devotion,7,,79,18,18,14,14,11,14,18,Chacotic Good,Athletics|Animal Handling|Perception|Survival,Longsword|Warhammer|Quarterstaff|Longbow,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2
5528fb,Human,Criminal,Fighter,Battle Master,7,Crossbow Expert|Sharpshooter,67,17,9,20,17,11,12,12,lawful neutral,Stealth|Insight|Perception|Intimidation|Persuasion,"Longbow|Crossbow, hand|Handaxe|Dagger|Rapier|Sling",
04e0bf,Wood Elf,Outlander,Ranger,Horizon Walker,7,Sharpshooter,60,15,10,16,14,12,14,10,LG,Athletics|Stealth|Arcana|Nature|Perception|Survival,Shortsword|Longbow,Protection from Evil and Good*1|Absorb Elements*1|Hunter's Mark*1|Cure Wounds*1|Misty Step*2|Pass Without Trace*2|Spike Growth*2
3a5152,Dark Elf,Hermit,Cleric,War Domain,7,,45,18,15,12,13,12,18,9,CN,History|Religion|Insight|Medicine|Perception,"Mace|Crossbow, Light|Longsword|Rapier",Guidance*0|Light*0|Sacred Flame*0|Spare The Dying*0|Bane*1|Bless*1|Cure Wounds*1|Detect Evil And Good*1|Divine Favor*1|Faerie Fire*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Shield Of Faith*1|Darkness*1|Aid*2|Blindness/Deafness*2|Find Traps*2|Lesser Restoration*2|Magic Weapon*2|Prayer Of Healing*2|Spiritual Weapon*2|Beacon Of Hope*3|Bestow Curse*3|Clairvoyance*3|Create Food And Water*3|Crusader's Mantle*3|Dispel Magic*3|Mass Healing Word*3|Remove Curse*3|Revivify*3|Spirit Guardians*3|Glyph Of Warding*3|Banishment*4|Control Water*4|Death Ward*4|Divination*4|Freedom Of Movement*4|Guardian Of Faith*4|Locate Creature*4|Stone Shape*4|Stoneskin*4
1815b0,Wood Elf,Urban Bounty Hunter,Rogue,Scout,7,Alert,38,14,10,17,10,10,14,14,Chaotic Neutral,Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival|Persuasion,Shortsword|Shortbow|Dagger,
450bc3,Triton,Soldier,Fighter,Cavalier,7,Defensive Duelist,77,16,18,14,16,8,13,16,Lawful Good,Athletics|Acrobatics|Animal Handling|Intimidation|Persuasion,Trident|Shortsword,
f7633c,Rock Gnome,Entertainer,Bard,College of Lore,7,Lucky,52,13,8,14,12,16,14,18,,Acrobatics|Arcana|History|Investigation|Nature|Insight|Performance|Persuasion,Rapier|Dagger,
